age,revenu_mensuel,statut_marital,nombre_experiences_precedentes,annees_dans_l_entreprise,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,genre_m,heure_supplementaires_oui,domaine_etude_entrepreunariat,domaine_etude_infra & cloud,domaine_etude_marketing,domaine_etude_ressources humaines,domaine_etude_transformation digitale,poste_departement_cadre commercial_commercial,poste_departement_consultant_consulting,poste_departement_directeur technique_consulting,poste_departement_manager_consulting,poste_departement_représentant commercial_commercial,poste_departement_ressources humaines_ressources humaines,poste_departement_senior manager_commercial,poste_departement_senior manager_consulting,poste_departement_senior manager_ressources humaines,poste_departement_tech lead_consulting
53,4450,2,1,4,4,4,1,3,3,0.11,2,3,13,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
33,2756,1,1,8,4,3,2,4,3,0.13,1,5,14,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40,19033,1,1,20,4,3,3,2,3,0.14,1,2,4,1,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
55,18722,0,8,24,3,4,2,4,3,0.11,0,3,14,4,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
34,9547,1,1,10,4,2,3,3,2,0.17,0,2,2,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
51,13734,0,3,7,4,3,2,3,3,0.18,0,6,3,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
52,19999,1,0,33,3,2,3,1,3,0.14,1,5,1,4,1,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27,2279,0,1,7,4,3,2,4,2,0.16,0,2,9,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,5916,1,3,1,2,2,3,1,3,0.13,0,1,23,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
43,2089,2,4,5,4,4,4,4,4,0.14,3,3,7,3,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45,16792,1,9,20,1,2,4,4,3,0.23,1,1,2,2,0,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
37,3564,1,1,8,2,4,1,1,2,0.12,1,3,21,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4425,0,5,6,2,3,2,4,3,0.11,0,5,2,3,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
42,5265,2,2,5,3,3,3,2,3,0.16,1,5,21,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
38,6553,1,9,1,4,3,3,2,3,0.14,0,3,2,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
38,6261,1,3,7,4,3,4,1,1,0.18,1,3,29,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,4298,1,5,2,3,2,1,3,3,0.19,1,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,6804,2,1,7,4,3,4,1,3,0.15,2,0,18,4,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
34,3815,2,1,5,4,3,3,4,4,0.17,1,4,10,4,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40,2741,1,8,7,3,3,4,3,4,0.15,1,2,19,2,1,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
38,6673,1,7,1,2,3,1,2,3,0.19,0,2,29,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29,7639,1,1,10,2,3,4,4,2,0.22,3,3,27,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
22,2328,2,1,4,4,4,2,1,2,0.16,1,2,5,3,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2153,0,1,8,2,3,4,1,3,0.13,0,2,18,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
40,4876,1,9,3,4,2,4,4,1,0.14,1,5,9,5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
46,9396,2,7,4,4,3,1,3,3,0.16,1,3,1,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
32,10400,1,1,14,4,1,4,3,2,0.11,0,2,4,4,1,9,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
30,8474,0,1,11,3,2,3,3,3,0.22,0,2,1,1,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
27,9981,0,1,7,4,3,3,4,3,0.14,0,2,20,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51,12490,1,5,10,2,2,2,4,1,0.16,2,5,8,4,1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
30,2657,0,5,5,4,3,1,3,3,0.11,0,5,3,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,13591,0,3,1,4,3,4,3,3,0.18,0,3,6,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
30,6696,0,5,6,3,2,1,3,2,0.15,0,5,26,4,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
29,2058,0,0,6,3,3,3,4,2,0.14,0,1,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,8865,0,6,19,4,2,4,4,3,0.12,0,2,6,3,0,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
54,5940,1,2,6,4,3,1,4,3,0.14,1,4,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
36,5914,0,8,13,4,3,2,4,4,0.16,0,3,5,2,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
33,2622,1,6,3,3,2,2,4,3,0.21,0,3,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37,12185,2,1,10,2,3,4,3,3,0.14,3,1,11,3,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38,10609,2,0,16,1,3,3,3,2,0.12,2,6,3,3,1,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
31,4345,1,0,5,3,1,3,4,3,0.12,1,2,1,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
59,2177,1,3,1,3,2,4,1,3,0.17,1,6,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2793,2,4,9,1,3,4,3,3,0.17,1,2,4,4,2,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
29,7918,1,1,11,2,3,4,4,3,0.14,1,5,1,1,2,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
35,8789,0,1,10,3,3,3,1,4,0.14,0,3,1,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
29,2389,0,1,4,3,2,4,3,2,0.13,0,3,18,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,3212,0,7,2,3,2,4,2,2,0.15,0,3,2,3,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
42,19232,1,1,22,3,3,4,4,3,0.11,0,3,4,2,1,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59,2267,1,8,2,2,3,3,4,2,0.17,0,2,6,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
50,19517,2,3,7,4,3,4,3,2,0.11,1,3,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
33,2436,1,5,5,3,3,4,3,1,0.13,1,2,14,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
43,16064,1,5,17,4,3,4,3,3,0.22,1,3,16,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,2707,1,7,9,1,3,1,1,4,0.2,0,3,2,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
52,19068,0,1,33,1,2,3,4,4,0.18,0,2,2,4,0,15,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
32,3931,1,2,4,3,3,2,1,3,0.11,1,5,4,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
32,3730,0,0,3,4,2,3,4,1,0.14,0,2,1,3,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
39,2232,2,7,3,3,3,3,3,3,0.14,3,1,1,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
32,4465,1,0,3,3,3,4,1,3,0.18,0,2,26,4,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
41,3072,2,2,1,3,3,1,1,2,0.16,2,2,19,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3319,2,1,9,1,3,4,1,3,0.17,2,3,24,2,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,19202,1,0,24,3,4,4,3,3,0.11,1,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,13675,2,9,2,2,3,3,1,3,0.12,1,3,3,4,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
33,2911,1,1,2,3,2,4,3,2,0.13,1,2,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,5957,1,6,11,4,2,1,2,3,0.13,1,3,2,4,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
37,3920,1,2,3,3,2,1,1,2,0.14,1,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45,6434,1,4,3,1,4,3,4,3,0.17,1,1,7,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
37,10048,2,6,1,1,3,3,2,3,0.11,2,5,10,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
39,10938,0,0,19,3,3,3,4,3,0.25,0,1,2,4,2,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,2340,0,1,6,3,3,4,1,3,0.19,0,1,15,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,6545,0,3,3,4,4,1,3,3,0.13,0,1,17,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29,6931,2,2,3,4,3,4,4,3,0.14,1,2,20,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
25,4898,1,0,4,1,3,3,4,3,0.12,2,3,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
42,2593,2,0,9,4,2,1,3,3,0.11,1,4,2,3,1,7,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
40,19436,2,0,21,1,3,3,4,3,0.19,1,5,2,2,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
51,2723,1,1,1,3,3,4,2,2,0.11,0,0,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3479,0,0,5,3,2,2,2,4,0.11,0,2,29,2,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
32,2794,1,1,5,2,4,2,3,1,0.2,0,3,7,3,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
38,5249,1,3,8,4,2,4,4,3,0.18,1,0,2,2,0,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
32,2176,0,4,6,4,2,1,4,3,0.13,0,5,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46,16872,1,3,7,3,1,2,2,2,0.12,1,2,2,3,1,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,3485,0,2,0,1,3,3,3,1,0.11,0,5,2,4,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
29,6644,1,2,0,1,2,2,2,3,0.19,2,2,2,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
31,5582,1,0,9,2,2,4,2,3,0.21,1,2,23,3,1,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
25,4000,2,1,6,2,4,1,4,3,0.12,2,2,5,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
45,13496,1,0,20,3,3,4,2,3,0.14,0,2,20,2,1,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
36,3210,1,0,15,4,3,4,3,3,0.11,1,4,6,3,1,10,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
55,19045,0,0,36,4,3,1,3,3,0.14,0,2,1,3,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
47,11849,1,1,10,1,3,2,4,2,0.12,1,2,29,4,0,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28,2070,1,1,5,4,3,4,4,2,0.23,1,3,9,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37,6502,1,4,5,3,3,4,2,4,0.14,1,5,6,4,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
21,3230,0,1,3,4,2,3,1,4,0.17,0,4,3,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37,13603,2,2,5,1,3,4,1,3,0.18,2,2,1,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
35,11996,2,7,7,2,4,2,2,2,0.18,1,6,22,3,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
38,5605,2,1,8,1,4,1,3,3,0.24,1,3,7,2,1,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
26,6397,2,1,6,3,3,2,1,1,0.2,1,6,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50,19144,2,3,10,1,3,2,1,2,0.14,2,4,4,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
53,17584,1,3,5,3,3,3,4,2,0.16,3,5,3,4,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
42,4907,1,1,20,2,3,3,3,3,0.25,0,3,1,1,1,11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
29,4554,0,1,10,2,3,4,1,2,0.18,0,3,2,2,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
55,5415,1,3,10,2,3,4,4,3,0.19,1,4,20,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,4741,1,1,5,1,3,1,3,3,0.13,1,3,11,2,2,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
37,2115,0,1,17,4,3,4,2,3,0.12,0,3,1,3,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3161,2,3,1,4,3,3,4,1,0.22,1,0,24,3,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
38,5745,2,9,2,4,3,4,2,3,0.14,1,2,23,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26,2373,2,2,3,1,3,2,4,3,0.13,1,2,16,4,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
28,3310,0,1,5,4,3,4,4,3,0.21,0,3,8,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49,18665,0,9,3,3,3,1,4,3,0.11,0,4,10,4,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
36,4485,0,4,8,3,3,2,4,3,0.12,0,2,3,3,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2789,2,1,2,4,3,2,3,2,0.11,1,5,5,3,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
26,5828,0,1,8,4,2,4,2,3,0.12,0,0,4,4,1,7,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
37,2326,1,1,4,2,3,4,3,2,0.12,3,3,9,3,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42,13525,1,5,20,3,3,2,4,4,0.14,1,2,26,3,2,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
18,1420,0,1,0,3,3,3,3,3,0.13,0,2,3,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35,8020,1,0,11,3,3,2,3,2,0.15,2,3,16,3,1,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
36,3688,1,4,1,3,4,4,4,3,0.18,2,2,18,4,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
51,5482,2,5,4,4,1,2,4,3,0.18,1,3,2,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
41,16015,0,1,22,4,3,2,2,3,0.19,0,2,2,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18,1200,0,1,0,4,2,3,1,3,0.12,0,2,10,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28,5661,0,0,8,2,4,1,3,3,0.19,0,2,16,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
31,6929,1,4,8,2,4,4,2,2,0.11,1,3,7,3,1,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39,9613,2,0,18,3,4,4,1,2,0.17,3,5,1,3,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
36,5674,1,7,9,2,3,2,3,3,0.15,1,3,24,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
32,5484,1,1,13,4,2,3,3,2,0.14,1,3,7,3,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
38,12061,1,3,10,1,2,2,3,3,0.17,1,2,25,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
58,5660,2,2,5,4,1,3,4,3,0.13,1,2,1,4,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
31,4821,1,0,5,3,3,4,3,3,0.12,1,4,5,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,6410,1,3,2,1,2,1,4,3,0.12,0,1,2,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
45,5210,2,1,24,1,3,1,1,3,0.18,1,2,7,3,2,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
31,2695,2,0,2,3,3,4,2,1,0.18,1,2,2,4,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,11878,1,6,10,4,3,2,2,3,0.11,2,2,5,4,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
39,17068,1,1,21,3,3,1,4,3,0.14,0,3,10,1,1,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
43,2455,0,0,8,3,3,4,1,3,0.19,0,5,10,4,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
49,13964,0,7,7,3,2,3,4,3,0.12,0,2,1,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,4941,1,2,8,3,2,2,1,2,0.15,0,3,8,4,1,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,2478,0,1,4,3,3,2,2,2,0.12,0,2,5,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,5228,1,1,13,3,2,2,4,3,0.11,0,2,8,2,1,11,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,4478,0,1,5,4,3,3,1,3,0.11,0,3,2,3,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
31,7547,2,4,7,4,3,4,4,3,0.12,3,3,7,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
32,5055,0,7,7,1,4,4,3,2,0.16,0,0,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,3464,1,5,3,1,1,4,4,2,0.13,0,4,2,4,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,5775,1,1,10,4,3,4,4,3,0.13,2,2,28,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,8943,1,1,10,3,2,3,1,3,0.24,1,2,7,2,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
39,19272,1,1,21,3,2,4,1,3,0.15,1,2,7,2,2,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
39,5238,1,4,1,4,3,3,1,2,0.18,0,3,3,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
33,4682,0,3,7,2,2,4,3,2,0.14,0,6,10,3,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
47,18300,1,4,3,4,3,3,2,3,0.11,1,2,5,5,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
43,5257,2,1,9,3,2,3,2,4,0.11,1,3,10,4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
27,6349,1,0,5,3,3,2,4,3,0.13,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
54,4869,0,3,4,4,3,3,4,2,0.12,0,4,20,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,9985,1,8,1,3,3,1,1,2,0.16,1,1,7,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
45,3697,1,9,10,4,3,4,1,3,0.14,2,3,8,4,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,7457,1,2,4,2,1,4,3,2,0.22,3,2,1,2,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
29,2119,1,1,7,2,1,1,4,2,0.11,0,4,8,4,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,3983,0,0,3,2,2,4,3,3,0.17,0,2,9,5,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30,6118,2,1,10,4,2,3,3,3,0.13,3,2,5,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
27,6214,1,1,8,2,3,2,1,3,0.18,1,3,8,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
37,6347,2,7,6,4,3,4,3,2,0.16,2,2,5,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
38,11510,2,0,11,3,2,4,2,3,0.14,1,3,15,2,1,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
31,7143,0,1,11,3,3,4,3,2,0.14,0,2,7,4,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29,8268,2,1,7,4,2,2,1,3,0.14,2,2,10,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
35,8095,0,0,16,3,3,2,4,3,0.13,0,5,5,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,2904,2,1,4,3,3,4,3,2,0.12,2,2,26,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,6032,0,6,5,4,2,2,4,3,0.15,0,3,6,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47,2976,0,3,0,2,3,3,1,3,0.19,0,3,4,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
42,15992,0,2,1,1,3,4,2,3,0.14,0,2,23,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
29,4649,1,1,4,4,3,3,1,2,0.14,1,3,2,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
42,2696,2,0,3,3,3,3,3,3,0.11,1,5,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,2370,1,1,8,3,3,2,3,3,0.13,1,4,2,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
48,12504,1,3,0,1,3,3,2,1,0.21,1,3,29,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
37,5974,2,4,7,3,4,1,1,3,0.13,2,2,6,3,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,4736,1,7,2,4,3,3,2,4,0.12,1,2,25,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,5296,1,1,8,3,3,3,2,3,0.17,1,3,1,3,1,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
42,6781,0,3,1,1,2,4,2,3,0.23,0,6,2,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,2174,0,1,3,1,2,2,3,3,0.11,0,3,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,6653,0,4,1,4,3,4,2,3,0.15,0,6,1,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
36,9699,1,4,13,1,2,4,1,3,0.11,1,2,3,4,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
57,6755,1,2,3,4,3,3,3,3,0.11,0,2,1,4,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
40,2213,1,3,7,4,4,3,3,3,0.13,1,3,10,4,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
21,2610,0,1,3,1,3,4,3,2,0.24,0,3,9,2,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33,2851,0,1,1,4,3,3,2,3,0.13,0,2,5,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
37,3452,1,6,5,3,3,1,2,3,0.2,1,3,10,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
46,5258,1,2,1,3,3,3,3,4,0.14,0,2,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
41,9355,0,1,8,1,3,2,3,3,0.18,0,5,4,3,2,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
50,10496,0,6,4,4,2,4,4,3,0.15,0,2,10,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,6380,1,2,6,3,2,3,1,3,0.12,2,6,22,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
31,2657,0,0,2,3,2,2,4,3,0.16,0,5,9,4,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2716,0,1,1,3,4,2,4,3,0.15,0,0,12,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
29,2201,0,9,3,4,3,4,4,3,0.16,0,4,23,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,6540,0,9,1,3,2,2,3,3,0.19,0,5,9,4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
27,3816,2,1,5,4,3,2,2,3,0.11,1,2,1,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
28,5253,0,1,7,2,3,4,4,3,0.16,0,1,9,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
