id,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
486,37,f,3452,marié(e),consulting,consultant,6,80,17,5,4,3,3,1,1,2,3,4,non,0.2,non,1,3,1,10,3,transformation digitale,y,occasionnel,0,3
487,46,f,5258,marié(e),consulting,tech lead,2,80,7,1,0,3,3,2,3,3,4,3,non,0.14,non,0,2,1,7,4,transformation digitale,y,aucun,0,0
488,41,m,9355,célibataire,commercial,cadre commercial,1,80,8,8,7,1,3,2,2,3,3,3,non,0.18,oui,0,5,1,4,3,marketing,y,frequent,7,7
491,50,m,10496,célibataire,consulting,manager,6,80,20,4,3,4,2,3,4,4,3,3,non,0.15,non,0,2,1,10,3,entrepreunariat,y,occasionnel,1,3
492,40,m,6380,marié(e),commercial,cadre commercial,2,80,8,6,4,3,2,2,3,1,3,3,oui,0.12,oui,2,6,1,22,2,marketing,y,occasionnel,1,0
493,31,m,2657,célibataire,consulting,assistant de direction,0,80,3,2,2,3,2,1,2,4,3,3,oui,0.16,non,0,5,1,9,4,infra & cloud,y,occasionnel,2,2
494,21,f,2716,célibataire,commercial,représentant commercial,1,80,1,1,0,3,4,1,2,4,3,3,non,0.15,oui,0,0,1,12,3,infra & cloud,y,occasionnel,0,0
495,29,m,2201,célibataire,consulting,assistant de direction,9,80,6,3,2,4,3,1,4,4,3,3,non,0.16,non,0,4,1,23,3,infra & cloud,y,occasionnel,1,2
496,35,m,6540,célibataire,consulting,manager,9,80,10,1,1,3,2,2,2,3,3,3,non,0.19,non,0,5,1,9,4,infra & cloud,y,occasionnel,0,0
497,27,m,3816,divorcé(e),consulting,consultant,1,80,5,5,2,4,3,1,2,2,3,3,non,0.11,non,1,2,1,1,2,transformation digitale,y,occasionnel,0,4
498,28,m,5253,célibataire,commercial,cadre commercial,1,80,7,7,5,2,3,2,4,4,3,3,non,0.16,non,0,1,1,9,4,infra & cloud,y,occasionnel,0,7
499,49,m,10965,célibataire,consulting,manager,8,80,26,5,2,2,2,3,3,3,3,4,non,0.24,non,0,2,1,7,3,autre,y,occasionnel,0,0
500,51,f,4936,marié(e),commercial,cadre commercial,4,80,18,7,7,3,3,2,4,3,2,3,non,0.11,non,1,2,1,14,2,infra & cloud,y,occasionnel,0,7
501,36,f,2543,marié(e),consulting,assistant de direction,4,80,6,2,2,4,3,1,3,2,3,3,non,0.13,non,1,3,1,2,3,infra & cloud,y,occasionnel,2,2
502,34,m,5304,célibataire,commercial,cadre commercial,8,80,9,5,2,1,4,2,4,2,2,3,oui,0.13,oui,0,3,1,19,3,marketing,y,aucun,0,4
505,55,f,16659,célibataire,consulting,senior manager,2,80,30,5,4,3,3,4,4,3,3,3,oui,0.13,non,0,2,1,2,3,infra & cloud,y,occasionnel,1,2
507,24,f,4260,divorcé(e),commercial,cadre commercial,1,80,5,5,2,4,3,2,3,4,4,3,oui,0.12,non,1,2,1,10,4,marketing,y,occasionnel,0,3
508,30,m,2476,marié(e),commercial,représentant commercial,1,80,1,1,0,3,3,1,2,1,3,3,non,0.18,non,1,3,1,2,1,entrepreunariat,y,occasionnel,0,0
510,26,m,3102,célibataire,consulting,assistant de direction,0,80,7,6,4,3,3,1,1,3,3,4,non,0.22,oui,0,2,1,3,1,entrepreunariat,y,frequent,0,4
511,22,f,2244,marié(e),consulting,assistant de direction,1,80,2,2,1,1,3,1,2,4,3,3,non,0.13,non,1,1,1,11,3,transformation digitale,y,occasionnel,1,2
513,36,m,7596,marié(e),commercial,cadre commercial,1,80,10,10,9,2,2,3,3,2,3,3,non,0.13,non,2,2,1,2,2,transformation digitale,y,occasionnel,9,0
514,30,m,2285,célibataire,consulting,assistant de direction,9,80,3,1,0,3,3,1,4,3,3,4,oui,0.23,oui,0,4,1,4,3,entrepreunariat,y,frequent,0,0
515,37,f,3034,divorcé(e),consulting,consultant,1,80,18,18,7,4,3,1,1,3,2,3,non,0.12,non,1,2,1,14,3,infra & cloud,y,occasionnel,12,17
516,40,f,5715,divorcé(e),commercial,cadre commercial,7,80,8,5,4,4,3,2,2,3,3,3,non,0.12,non,2,5,1,2,2,marketing,y,occasionnel,1,3
517,42,f,2576,divorcé(e),consulting,consultant,3,80,8,5,2,2,3,1,1,2,3,3,non,0.16,non,1,5,1,1,4,infra & cloud,y,occasionnel,1,2
518,37,m,4197,célibataire,consulting,tech lead,2,80,18,1,0,3,3,2,2,4,2,3,oui,0.12,non,0,2,1,10,4,infra & cloud,y,occasionnel,0,1
520,43,m,14336,divorcé(e),consulting,directeur technique,1,80,25,25,10,1,2,4,2,3,3,3,non,0.11,non,1,3,1,12,3,infra & cloud,y,occasionnel,3,9
521,40,f,3448,marié(e),consulting,consultant,6,80,20,1,0,2,2,2,3,2,3,4,non,0.22,non,1,3,1,2,3,transformation digitale,y,occasionnel,0,0
522,54,m,19406,marié(e),consulting,directeur technique,4,80,24,4,2,1,3,5,1,3,2,3,non,0.11,non,1,4,1,5,2,transformation digitale,y,occasionnel,1,2
523,34,f,6538,marié(e),commercial,cadre commercial,9,80,6,3,2,3,3,2,3,1,3,3,non,0.15,non,1,3,1,4,4,marketing,y,aucun,1,2
524,31,f,4306,marié(e),consulting,tech lead,1,80,13,13,10,2,3,2,1,2,1,3,non,0.12,non,1,5,1,7,2,transformation digitale,y,occasionnel,3,12
525,43,m,2258,marié(e),consulting,consultant,7,80,8,3,2,4,3,1,4,1,3,4,non,0.2,non,1,1,1,21,3,transformation digitale,y,frequent,1,2
526,43,f,4522,divorcé(e),consulting,manager,4,80,8,5,2,3,3,2,3,4,3,3,oui,0.14,non,0,3,1,8,4,autre,y,occasionnel,0,2
527,25,f,4487,célibataire,commercial,cadre commercial,1,80,5,5,4,2,2,2,4,2,3,3,oui,0.11,non,0,3,1,4,2,infra & cloud,y,occasionnel,1,3
529,37,f,4449,marié(e),consulting,assistant de direction,3,80,15,13,11,2,3,2,3,1,3,3,oui,0.15,non,2,2,1,25,5,transformation digitale,y,aucun,10,7
530,31,m,2218,marié(e),consulting,consultant,1,80,4,4,2,4,2,1,1,3,3,3,non,0.12,non,1,3,1,1,2,infra & cloud,y,occasionnel,3,2
531,39,m,19197,divorcé(e),consulting,senior manager,1,80,21,21,8,2,3,5,3,3,3,3,oui,0.14,non,1,3,1,1,1,infra & cloud,y,frequent,1,6
532,56,f,13212,marié(e),commercial,cadre commercial,9,80,36,7,7,3,4,4,1,4,2,3,non,0.11,non,3,0,1,6,3,infra & cloud,y,frequent,7,7
533,30,f,6577,célibataire,commercial,cadre commercial,0,80,6,5,4,2,3,2,3,2,3,3,non,0.11,non,0,6,1,12,3,entrepreunariat,y,occasionnel,4,4
534,41,m,8392,marié(e),commercial,cadre commercial,1,80,10,10,7,2,4,3,1,3,3,3,non,0.16,non,1,2,1,1,3,marketing,y,occasionnel,0,7
536,28,m,4558,divorcé(e),consulting,consultant,1,80,10,10,0,3,3,2,1,4,3,3,non,0.12,non,1,2,1,17,2,transformation digitale,y,occasionnel,1,8
538,25,m,4031,marié(e),consulting,consultant,5,80,6,2,2,1,3,1,1,3,3,3,non,0.13,oui,1,5,1,3,3,transformation digitale,y,occasionnel,0,2
543,52,m,7969,marié(e),consulting,tech lead,2,80,28,5,4,4,2,3,3,3,3,3,oui,0.14,non,0,4,1,3,3,transformation digitale,y,occasionnel,0,4
544,45,m,2654,marié(e),consulting,assistant de direction,3,80,8,2,2,1,3,1,4,4,2,4,non,0.21,non,2,3,1,10,2,infra & cloud,y,occasionnel,0,2
546,52,f,16555,marié(e),consulting,senior manager,2,80,31,5,2,4,3,4,4,4,1,3,non,0.13,non,0,2,1,4,2,infra & cloud,y,occasionnel,1,4
547,42,f,4556,divorcé(e),consulting,assistant de direction,2,80,19,5,4,1,3,2,3,2,3,3,non,0.11,non,1,3,1,29,2,infra & cloud,y,frequent,0,2
548,30,f,6091,célibataire,consulting,tech lead,2,80,11,5,4,3,1,2,4,3,3,4,non,0.2,non,0,2,1,2,3,infra & cloud,y,occasionnel,0,2
549,60,f,19566,marié(e),consulting,senior manager,5,80,33,29,8,1,3,5,1,4,1,3,non,0.11,non,0,5,1,7,3,infra & cloud,y,occasionnel,11,10
550,46,f,4810,divorcé(e),consulting,tech lead,2,80,19,10,7,3,3,2,3,3,2,3,non,0.14,non,1,5,1,18,3,transformation digitale,y,occasionnel,0,8
551,42,f,4523,marié(e),consulting,manager,0,80,7,6,5,4,2,2,4,4,4,3,non,0.11,non,3,4,1,28,4,entrepreunariat,y,frequent,0,4
554,24,f,3202,célibataire,commercial,représentant commercial,1,80,6,5,3,1,3,1,2,2,3,3,oui,0.16,oui,0,4,1,1,1,entrepreunariat,y,occasionnel,1,4
555,34,f,2351,divorcé(e),commercial,représentant commercial,0,80,3,2,2,4,1,1,3,4,2,3,non,0.16,oui,1,3,1,6,2,marketing,y,frequent,1,0
556,38,m,1702,marié(e),consulting,consultant,1,80,1,1,0,4,3,1,4,3,3,4,oui,0.23,non,1,3,1,2,2,infra & cloud,y,frequent,0,0
558,40,f,18041,marié(e),commercial,senior manager,0,80,21,20,15,3,3,5,3,4,3,3,non,0.14,non,0,2,1,2,4,infra & cloud,y,occasionnel,1,12
560,26,f,2886,divorcé(e),consulting,assistant de direction,1,80,3,3,2,1,3,1,4,2,1,4,non,0.22,non,2,3,1,23,3,infra & cloud,y,occasionnel,0,2
562,30,m,2097,marié(e),consulting,consultant,4,80,9,5,3,3,3,1,4,3,1,3,non,0.15,non,1,3,1,3,3,infra & cloud,y,aucun,1,4
564,29,m,11935,marié(e),consulting,directeur technique,1,80,10,10,2,2,2,3,3,3,3,3,non,0.18,non,0,2,1,3,4,transformation digitale,y,occasionnel,0,7
565,29,f,2546,marié(e),consulting,assistant de direction,5,80,6,2,2,3,2,1,2,2,4,3,non,0.16,oui,0,2,1,25,5,entrepreunariat,y,occasionnel,1,1
566,19,m,2564,célibataire,ressources humaines,ressources humaines,1,80,1,1,0,1,2,1,4,3,4,3,non,0.12,oui,0,3,1,2,2,entrepreunariat,y,occasionnel,0,0
567,30,f,8412,marié(e),commercial,cadre commercial,0,80,10,9,8,3,3,3,1,3,3,3,non,0.11,non,0,3,1,22,4,autre,y,aucun,7,8
568,57,m,14118,divorcé(e),commercial,senior manager,3,80,32,1,0,1,2,4,4,3,2,3,non,0.12,non,1,3,1,29,3,marketing,y,occasionnel,0,0
569,50,m,17046,marié(e),consulting,senior manager,0,80,28,27,10,2,2,4,3,2,3,3,non,0.15,non,1,2,1,29,4,infra & cloud,y,occasionnel,15,7
571,30,f,2564,célibataire,consulting,consultant,0,80,12,11,7,3,3,1,4,3,2,3,non,0.14,non,0,2,1,2,3,transformation digitale,y,aucun,6,7
573,60,f,10266,marié(e),commercial,cadre commercial,4,80,22,18,13,3,2,3,1,4,4,3,non,0.19,non,0,5,1,28,3,marketing,y,frequent,13,11
574,47,f,5070,divorcé(e),consulting,tech lead,5,80,20,5,0,1,3,2,4,3,3,3,non,0.13,non,3,2,1,2,2,transformation digitale,y,occasionnel,0,4
575,46,m,17861,marié(e),consulting,directeur technique,6,80,26,3,2,1,3,4,3,3,1,3,non,0.13,non,0,2,1,2,3,infra & cloud,y,occasionnel,0,1
577,35,m,4230,célibataire,consulting,consultant,0,80,6,5,4,4,1,1,3,3,3,3,non,0.15,non,0,2,1,22,3,infra & cloud,y,occasionnel,4,3
578,54,f,3780,célibataire,consulting,consultant,7,80,19,1,0,3,3,2,3,3,3,3,non,0.11,non,0,3,1,8,4,infra & cloud,y,occasionnel,0,0
579,34,m,2768,divorcé(e),consulting,assistant de direction,3,80,14,7,3,4,2,1,3,3,3,3,non,0.12,non,1,3,1,2,4,infra & cloud,y,occasionnel,5,7
580,46,f,9071,marié(e),commercial,cadre commercial,2,80,15,3,2,3,2,3,4,3,3,3,oui,0.19,non,1,3,1,10,3,marketing,y,occasionnel,1,2
581,31,m,10648,divorcé(e),consulting,tech lead,1,80,13,13,8,3,3,3,2,4,4,4,non,0.25,non,1,6,1,9,1,infra & cloud,y,occasionnel,0,8
582,33,m,13610,marié(e),consulting,senior manager,7,80,15,7,6,2,3,3,3,4,4,3,oui,0.12,oui,0,2,1,15,1,transformation digitale,y,occasionnel,7,7
584,33,m,3408,divorcé(e),consulting,consultant,7,80,8,4,3,1,1,1,4,1,3,3,non,0.13,oui,3,2,1,10,1,transformation digitale,y,occasionnel,1,3
585,30,m,2983,célibataire,commercial,représentant commercial,0,80,4,3,2,4,3,1,2,1,3,3,non,0.14,non,0,3,1,7,1,marketing,y,occasionnel,1,2
586,35,m,7632,marié(e),consulting,manager,4,80,10,8,7,4,3,3,3,3,3,3,oui,0.12,non,0,2,1,16,3,infra & cloud,y,occasionnel,0,0
587,31,m,9824,marié(e),consulting,manager,3,80,12,1,0,1,3,3,3,1,3,3,non,0.12,oui,0,2,1,20,3,infra & cloud,y,frequent,0,0
590,34,f,9950,divorcé(e),ressources humaines,ressources humaines,9,80,11,3,2,2,3,3,1,3,3,3,oui,0.15,oui,3,2,1,23,3,ressources humaines,y,frequent,0,2
591,42,m,2093,marié(e),consulting,consultant,4,80,8,2,2,2,3,1,3,4,3,3,non,0.17,non,1,4,1,5,2,autre,y,frequent,2,0
592,36,m,9980,célibataire,commercial,cadre commercial,1,80,10,10,3,2,3,3,4,4,2,3,non,0.14,non,0,3,1,10,4,transformation digitale,y,aucun,9,7
593,22,m,3894,célibataire,consulting,consultant,5,80,4,2,2,3,2,1,3,3,3,3,non,0.16,oui,0,3,1,4,1,entrepreunariat,y,frequent,1,2
595,48,f,4051,marié(e),commercial,cadre commercial,2,80,14,9,7,2,3,2,4,1,3,3,non,0.14,non,1,2,1,2,5,marketing,y,occasionnel,6,7
597,55,f,16835,célibataire,commercial,senior manager,3,80,37,10,9,1,3,4,2,4,3,4,non,0.23,non,0,2,1,18,5,infra & cloud,y,occasionnel,7,7
599,41,m,6230,célibataire,commercial,cadre commercial,7,80,16,14,3,4,3,2,4,4,3,3,non,0.14,non,0,3,1,10,2,infra & cloud,y,aucun,1,10
600,35,m,4717,marié(e),commercial,cadre commercial,9,80,15,11,9,2,3,2,3,3,3,3,non,0.11,non,0,2,1,1,3,marketing,y,occasionnel,6,9
601,40,f,13237,célibataire,consulting,tech lead,7,80,22,20,6,2,3,4,3,3,3,3,non,0.15,non,0,3,1,6,3,infra & cloud,y,occasionnel,5,13
602,39,f,3755,marié(e),consulting,consultant,1,80,8,8,3,3,3,1,3,1,3,3,non,0.11,non,1,3,1,8,1,infra & cloud,y,frequent,0,7
604,31,m,6582,célibataire,commercial,cadre commercial,4,80,10,6,5,2,3,2,4,3,4,3,oui,0.13,non,0,2,1,2,1,infra & cloud,y,occasionnel,0,5
605,42,m,7406,marié(e),consulting,tech lead,1,80,10,10,9,4,3,3,1,4,2,4,oui,0.21,non,1,5,1,24,3,transformation digitale,y,occasionnel,5,8
606,45,m,4805,marié(e),commercial,cadre commercial,0,80,9,8,7,4,3,2,2,2,4,3,non,0.19,non,1,3,1,2,3,autre,y,occasionnel,3,7
608,26,f,2741,divorcé(e),ressources humaines,ressources humaines,0,80,8,7,7,2,3,1,3,2,2,3,oui,0.11,oui,1,2,1,17,4,infra & cloud,y,frequent,1,0
611,29,m,4262,divorcé(e),consulting,tech lead,4,80,8,3,2,4,3,2,4,2,4,3,non,0.12,non,2,2,1,19,3,entrepreunariat,y,occasionnel,1,2
612,33,f,16184,divorcé(e),consulting,directeur technique,4,80,10,6,1,1,4,4,3,3,3,3,non,0.19,non,1,2,1,1,5,transformation digitale,y,occasionnel,0,5
613,31,m,11557,divorcé(e),commercial,senior manager,9,80,10,5,4,3,2,3,4,3,2,4,non,0.21,non,1,3,1,7,3,infra & cloud,y,occasionnel,0,1
614,18,m,1878,célibataire,commercial,représentant commercial,1,80,0,0,0,2,3,1,2,4,3,3,oui,0.14,oui,0,3,1,5,3,marketing,y,frequent,0,0
615,40,m,10932,divorcé(e),commercial,cadre commercial,3,80,20,1,0,3,1,3,1,3,3,3,non,0.15,non,1,2,1,28,3,autre,y,aucun,0,1
616,41,f,6811,célibataire,consulting,manager,2,80,10,8,7,1,2,2,3,1,3,3,oui,0.17,non,0,3,1,2,4,autre,y,aucun,0,7
618,26,m,4306,divorcé(e),commercial,cadre commercial,5,80,8,0,0,1,3,2,3,1,3,3,non,0.12,non,2,5,1,29,2,transformation digitale,y,occasionnel,0,0
620,35,f,4859,célibataire,commercial,cadre commercial,1,80,5,5,4,1,3,2,3,4,3,3,non,0.16,non,0,3,1,1,3,transformation digitale,y,occasionnel,0,3
621,34,m,5337,célibataire,commercial,cadre commercial,1,80,10,10,7,4,4,2,4,4,3,3,non,0.12,non,0,3,1,21,4,infra & cloud,y,occasionnel,5,7
622,26,m,2340,célibataire,consulting,consultant,1,80,1,1,0,3,1,1,4,2,1,3,oui,0.18,oui,0,3,1,24,3,entrepreunariat,y,occasionnel,0,0
623,37,f,7491,célibataire,consulting,tech lead,4,80,12,6,5,2,3,3,4,4,4,3,non,0.17,non,0,3,1,1,3,entrepreunariat,y,occasionnel,1,2
624,46,f,10527,marié(e),consulting,manager,5,80,28,2,2,1,3,3,3,4,2,3,non,0.11,non,0,3,1,18,1,transformation digitale,y,frequent,1,2
625,41,f,16595,marié(e),commercial,senior manager,7,80,22,18,16,2,3,4,1,2,3,3,non,0.16,non,1,2,1,2,5,infra & cloud,y,occasionnel,11,8
626,37,m,8834,divorcé(e),commercial,cadre commercial,1,80,9,9,5,1,3,3,2,4,3,3,non,0.13,non,1,6,1,9,4,transformation digitale,y,aucun,7,7
630,52,m,5577,divorcé(e),consulting,assistant de direction,3,80,18,10,9,4,3,2,1,2,3,3,oui,0.12,non,2,3,1,6,2,entrepreunariat,y,occasionnel,6,9
631,32,m,4707,marié(e),commercial,cadre commercial,8,80,6,4,2,4,4,2,3,4,3,3,non,0.12,oui,0,2,1,11,4,autre,y,aucun,1,2
632,24,m,2400,marié(e),commercial,représentant commercial,0,80,3,2,2,4,3,1,4,3,3,3,non,0.13,non,2,3,1,24,3,transformation digitale,y,frequent,2,1
634,38,f,9824,marié(e),consulting,manager,3,80,18,1,0,3,3,2,3,3,3,3,non,0.19,non,1,4,1,10,3,transformation digitale,y,occasionnel,0,0
635,37,f,6447,marié(e),consulting,tech lead,6,80,8,6,5,2,3,2,2,2,2,3,non,0.12,non,1,2,1,1,4,infra & cloud,y,occasionnel,4,3
638,49,m,19502,divorcé(e),consulting,directeur technique,1,80,31,31,9,4,2,5,3,3,3,3,oui,0.17,non,1,5,1,18,4,infra & cloud,y,occasionnel,0,9
639,24,m,2725,marié(e),consulting,assistant de direction,1,80,6,6,5,2,4,1,4,2,3,3,oui,0.11,non,2,3,1,23,3,transformation digitale,y,occasionnel,1,4
641,26,m,6272,marié(e),commercial,cadre commercial,1,80,6,5,3,1,3,2,2,4,4,4,non,0.2,non,2,5,1,28,2,marketing,y,occasionnel,1,4
643,24,m,2127,marié(e),consulting,consultant,1,80,1,1,0,4,2,1,2,4,3,4,non,0.21,non,1,2,1,17,2,autre,y,occasionnel,0,0
644,50,m,18200,marié(e),ressources humaines,senior manager,1,80,32,32,5,1,3,5,2,3,3,3,non,0.11,non,1,2,1,3,3,transformation digitale,y,frequent,10,7
645,25,m,2096,marié(e),commercial,représentant commercial,1,80,7,7,4,2,3,1,3,3,3,3,non,0.11,non,0,1,1,13,1,transformation digitale,y,occasionnel,0,6
647,24,f,2886,marié(e),consulting,consultant,1,80,6,6,3,1,3,1,3,4,3,3,oui,0.16,oui,1,4,1,7,3,infra & cloud,y,frequent,1,2
648,30,m,2033,marié(e),commercial,représentant commercial,1,80,1,1,0,2,2,1,1,3,4,3,non,0.18,oui,1,2,1,12,4,infra & cloud,y,frequent,0,0
649,34,m,3622,marié(e),consulting,assistant de direction,1,80,6,6,5,2,2,1,4,4,3,3,oui,0.13,non,1,3,1,1,2,infra & cloud,y,occasionnel,1,3
650,31,m,4233,divorcé(e),commercial,cadre commercial,2,80,9,3,1,2,3,2,1,3,1,3,non,0.17,oui,0,2,1,13,4,transformation digitale,y,occasionnel,1,2
652,35,m,3681,célibataire,consulting,consultant,4,80,9,3,2,1,2,2,4,4,3,3,non,0.14,non,0,3,1,25,2,autre,y,occasionnel,0,2
653,31,m,5460,divorcé(e),commercial,cadre commercial,4,80,13,7,7,1,4,2,4,4,4,4,non,0.22,non,2,4,1,6,4,transformation digitale,y,occasionnel,5,7
655,27,f,2187,divorcé(e),consulting,assistant de direction,0,80,6,5,3,1,2,1,3,3,2,3,non,0.12,non,2,5,1,6,4,transformation digitale,y,occasionnel,0,3
656,37,m,9602,marié(e),commercial,cadre commercial,4,80,17,3,0,4,3,2,3,3,2,3,oui,0.11,non,1,3,1,2,3,marketing,y,occasionnel,1,0
657,20,f,2836,célibataire,consulting,assistant de direction,1,80,1,1,0,4,2,1,2,4,4,3,non,0.13,non,0,0,1,1,3,infra & cloud,y,occasionnel,0,0
659,42,f,4089,marié(e),consulting,manager,1,80,10,10,2,3,3,2,4,2,3,3,non,0.13,non,2,4,1,2,4,infra & cloud,y,occasionnel,2,2
661,43,m,16627,divorcé(e),consulting,directeur technique,4,80,21,1,0,2,2,4,4,3,2,3,oui,0.14,non,1,3,1,6,4,autre,y,occasionnel,0,0
662,38,f,2619,célibataire,consulting,assistant de direction,3,80,8,0,0,3,3,1,1,4,2,3,non,0.17,non,0,3,1,1,1,infra & cloud,y,occasionnel,0,0
663,43,m,5679,divorcé(e),consulting,consultant,3,80,10,8,7,4,3,2,3,2,3,3,oui,0.13,non,1,3,1,9,5,transformation digitale,y,frequent,4,7
664,48,f,15402,marié(e),consulting,senior manager,7,80,21,3,2,4,2,4,1,1,1,3,non,0.11,non,1,3,1,1,4,infra & cloud,y,occasionnel,0,2
665,44,f,5985,célibataire,ressources humaines,ressources humaines,4,80,10,2,2,1,2,2,3,2,4,3,non,0.11,non,0,1,1,1,4,infra & cloud,y,occasionnel,0,2
666,34,f,2579,divorcé(e),commercial,représentant commercial,1,80,8,8,2,3,3,1,3,4,3,3,oui,0.18,non,2,3,1,14,3,entrepreunariat,y,occasionnel,0,6
667,27,m,3041,divorcé(e),commercial,représentant commercial,0,80,5,4,3,3,3,1,1,2,3,3,non,0.11,oui,1,3,1,2,1,marketing,y,occasionnel,0,2
669,21,m,3447,célibataire,commercial,représentant commercial,1,80,3,3,2,3,3,1,3,3,3,3,non,0.11,non,0,2,1,22,1,entrepreunariat,y,occasionnel,1,2
671,44,m,19513,marié(e),consulting,senior manager,4,80,26,2,2,4,3,5,4,1,4,3,oui,0.12,non,1,2,1,3,4,autre,y,occasionnel,0,1
675,22,m,2773,marié(e),consulting,assistant de direction,0,80,3,2,2,1,3,1,3,4,3,4,non,0.2,non,0,3,1,6,1,transformation digitale,y,occasionnel,2,2
677,33,m,7104,divorcé(e),commercial,cadre commercial,0,80,6,5,0,3,3,2,3,4,3,3,non,0.12,non,0,3,1,8,4,marketing,y,occasionnel,1,2
679,32,f,6322,marié(e),consulting,assistant de direction,1,80,6,6,4,1,3,2,4,4,2,3,oui,0.12,non,1,2,1,9,4,infra & cloud,y,occasionnel,0,5
680,30,f,2083,divorcé(e),consulting,assistant de direction,1,80,1,1,0,3,3,1,3,3,3,4,non,0.2,non,1,2,1,3,3,transformation digitale,y,frequent,0,0
682,53,f,8381,célibataire,commercial,cadre commercial,7,80,18,14,7,4,3,2,1,4,4,4,non,0.2,non,0,2,1,1,1,transformation digitale,y,occasionnel,8,10
683,34,m,2691,marié(e),consulting,assistant de direction,1,80,10,10,9,2,3,1,4,4,2,3,non,0.12,non,1,4,1,1,5,infra & cloud,y,occasionnel,8,8
684,45,f,4286,marié(e),commercial,cadre commercial,2,80,5,1,1,1,3,2,1,4,3,3,non,0.14,oui,2,4,1,26,4,infra & cloud,y,frequent,0,0
686,26,f,2659,marié(e),consulting,consultant,1,80,3,3,2,3,3,1,4,3,3,3,oui,0.13,non,1,2,1,6,3,infra & cloud,y,occasionnel,0,2
689,37,m,9434,marié(e),consulting,tech lead,1,80,10,10,7,3,3,3,3,3,3,3,non,0.15,non,1,2,1,3,3,autre,y,occasionnel,7,8
690,29,f,5561,marié(e),commercial,cadre commercial,1,80,6,6,0,2,3,2,3,1,2,3,non,0.14,non,1,5,1,3,2,transformation digitale,y,occasionnel,1,2
691,35,m,6646,célibataire,consulting,assistant de direction,1,80,17,17,11,2,1,2,4,2,3,3,non,0.13,non,0,3,1,6,4,infra & cloud,y,occasionnel,11,8
692,33,m,7725,divorcé(e),consulting,manager,3,80,15,13,11,3,3,2,4,3,1,4,non,0.23,non,1,2,1,6,3,infra & cloud,y,frequent,4,7
698,54,m,10725,marié(e),ressources humaines,ressources humaines,2,80,16,9,7,3,3,3,2,3,4,3,non,0.15,non,1,1,1,19,4,transformation digitale,y,occasionnel,7,1
699,36,m,8847,divorcé(e),consulting,tech lead,2,80,13,3,2,2,2,2,2,3,3,3,oui,0.11,non,1,2,1,9,2,transformation digitale,y,occasionnel,0,2
700,27,m,2045,célibataire,consulting,assistant de direction,0,80,5,4,2,1,2,1,4,4,3,3,non,0.13,non,0,0,1,3,4,transformation digitale,y,occasionnel,1,1
701,20,m,1009,célibataire,consulting,assistant de direction,1,80,1,1,0,4,3,1,3,4,3,3,oui,0.11,oui,0,5,1,10,1,transformation digitale,y,occasionnel,1,1
702,33,m,3348,célibataire,consulting,assistant de direction,1,80,10,10,8,1,3,1,1,1,3,3,oui,0.11,oui,0,3,1,3,3,infra & cloud,y,frequent,9,7
704,35,m,1281,marié(e),consulting,consultant,1,80,1,1,0,3,2,1,3,3,3,3,non,0.18,non,2,3,1,3,3,infra & cloud,y,aucun,0,0
705,23,m,2819,marié(e),consulting,assistant de direction,2,80,5,3,2,1,4,1,1,1,4,3,non,0.16,non,1,3,1,4,3,transformation digitale,y,occasionnel,0,2
707,25,m,4851,marié(e),commercial,cadre commercial,0,80,4,3,2,4,4,2,2,3,3,4,non,0.22,non,1,4,1,8,3,infra & cloud,y,occasionnel,1,2
709,38,f,4028,célibataire,commercial,cadre commercial,0,80,8,7,7,4,2,2,4,1,3,4,non,0.2,non,0,2,1,7,4,marketing,y,occasionnel,0,5
710,29,m,2720,divorcé(e),consulting,assistant de direction,1,80,10,10,7,2,1,1,4,4,3,3,non,0.18,non,1,5,1,1,4,infra & cloud,y,frequent,2,8
712,48,m,8120,marié(e),commercial,cadre commercial,3,80,12,2,2,2,4,2,2,4,3,3,non,0.12,non,0,3,1,2,1,marketing,y,occasionnel,2,2
714,27,f,4647,divorcé(e),commercial,cadre commercial,1,80,6,6,5,4,4,2,4,2,3,4,oui,0.2,non,2,3,1,3,1,transformation digitale,y,frequent,0,4
715,37,m,4680,célibataire,consulting,assistant de direction,3,80,4,1,0,4,4,1,4,1,3,3,non,0.17,non,0,2,1,10,2,infra & cloud,y,occasionnel,0,0
716,50,m,3221,marié(e),consulting,consultant,1,80,20,20,8,4,4,1,3,3,3,3,oui,0.11,non,3,3,1,28,1,transformation digitale,y,occasionnel,3,8
717,34,f,8621,célibataire,consulting,manager,1,80,9,8,7,4,2,3,2,2,4,3,non,0.14,non,0,3,1,9,3,transformation digitale,y,occasionnel,7,7
